Area_name,Delim,POP010210D
"Charlottesville, VA",#,43475
"Chesapeake, VA",#,222209
"Clifton Forge, VA",#,0
"Colonial Heights, VA",#,17411
"Covington, VA",#,5961
"Danville, VA",#,43055
"Emporia, VA",#,5927
"Fairfax, VA",#,22565
"Falls Church, VA",#,12332
"Franklin, VA",#,8582
"Fredericksburg, VA",#,24286
"Galax, VA",#,7042
"Hampton, VA",#,137436
"Harrisonburg, VA",#,48914
"Hopewell, VA",#,22591
"Lexington, VA",#,7042
"Lynchburg, VA",#,75568
"Manassas, VA",#,37821
"Manassas Park, VA",#,14273
"Martinsville, VA",#,13821
"Newport News, VA",#,180719
"Norfolk, VA",#,242803
"Norton, VA",#,3958
"Petersburg, VA",#,32420
"Poquoson, VA",#,12150
"Portsmouth, VA",#,95535
"Radford, VA",#,16408
"Richmond, VA",#,204214
"Roanoke, VA",#,97032
"Salem, VA",#,24802
"South Boston, VA",#,0
"Staunton, VA",#,23746
"Suffolk, VA",#,84585
"Virginia Beach, VA",#,437994
"Waynesboro, VA",#,21006
"Williamsburg, VA",#,14068
"Winchester, VA",#,26203
WASHINGTON,#,6724540
"Adams, WA",#,18728
"Asotin, WA",#,21623
"Benton, WA",#,175177
"Chelan, WA",#,72453
"Clallam, WA",#,71404
"Clark, WA",#,425363
"Columbia, WA",#,4078
"Cowlitz, WA",#,102410
"Douglas, WA",#,38431
"Ferry, WA",#,7551
"Franklin, WA",#,78163
"Garfield, WA",#,2266
"Grant, WA",#,89120
"Grays Harbor, WA",#,72797
"Island, WA",#,78506
"Jefferson, WA",#,29872
"King, WA",#,1931249
"Kitsap, WA",#,251133
"Kittitas, WA",#,40915
"Klickitat, WA",#,20318
"Lewis, WA",#,75455
"Lincoln, WA",#,10570
"Mason, WA",#,60699
"Okanogan, WA",#,41120
"Pacific, WA",#,20920
"Pend Oreille, WA",#,13001
"Pierce, WA",#,795225
"San Juan, WA",#,15769
"Skagit, WA",#,116901
"Skamania, WA",#,11066
"Snohomish, WA",#,713335
"Spokane, WA",#,471221
"Stevens, WA",#,43531
"Thurston, WA",#,252264
"Wahkiakum, WA",#,3978
"Walla Walla, WA",#,58781
"Whatcom, WA",#,201140
"Whitman, WA",#,44776
"Yakima, WA",#,243231
WEST VIRGINIA,#,1852994
"Barbour, WV",#,16589
"Berkeley, WV",#,104169
"Boone, WV",#,24629
"Braxton, WV",#,14523
"Brooke, WV",#,24069
"Cabell, WV",#,96319
"Calhoun, WV",#,7627
"Clay, WV",#,9386
"Doddridge, WV",#,8202
"Fayette, WV",#,46039
"Gilmer, WV",#,8693
"Grant, WV",#,11937
"Greenbrier, WV",#,35480
"Hampshire, WV",#,23964
"Hancock, WV",#,30676
"Hardy, WV",#,14025
"Harrison, WV",#,69099
"Jackson, WV",#,29211
"Jefferson, WV",#,53498
"Kanawha, WV",#,193063
"Lewis, WV",#,16372
"Lincoln, WV",#,21720
"Logan, WV",#,36743
"McDowell, WV",#,22113
"Marion, WV",#,56418
"Marshall, WV",#,33107
"Mason, WV",#,27324
"Mercer, WV",#,62264
"Mineral, WV",#,28212
"Mingo, WV",#,26839
"Monongalia, WV",#,96189
"Monroe, WV",#,13502
"Morgan, WV",#,17541
"Nicholas, WV",#,26233
"Ohio, WV",#,44443
"Pendleton, WV",#,7695
"Pleasants, WV",#,7605
"Pocahontas, WV",#,8719
"Preston, WV",#,33520
"Putnam, WV",#,55486
"Raleigh, WV",#,78859
"Randolph, WV",#,29405
"Ritchie, WV",#,10449
"Roane, WV",#,14926
"Summers, WV",#,13927
"Taylor, WV",#,16895
"Tucker, WV",#,7141
"Tyler, WV",#,9208
"Upshur, WV",#,24254
"Wayne, WV",#,42481
"Webster, WV",#,9154
"Wetzel, WV",#,16583
"Wirt, WV",#,5717
"Wood, WV",#,86956
"Wyoming, WV",#,23796
WISCONSIN,#,5686986
"Adams, WI",#,20875
"Ashland, WI",#,16157
"Barron, WI",#,45870
"Bayfield, WI",#,15014
"Brown, WI",#,248007
"Buffalo, WI",#,13587
"Burnett, WI",#,15457
"Calumet, WI",#,48971
"Chippewa, WI",#,62415
"Clark, WI",#,34690
"Columbia, WI",#,56833
"Crawford, WI",#,16644
"Dane, WI",#,488073
"Dodge, WI",#,88759
"Door, WI",#,27785
"Douglas, WI",#,44159
"Dunn, WI",#,43857
"Eau Claire, WI",#,98736
"Florence, WI",#,4423
"Fond du Lac, WI",#,101633
"Forest, WI",#,9304
"Grant, WI",#,51208
"Green, WI",#,36842
"Green Lake, WI",#,19051
"Iowa, WI",#,23687
"Iron, WI",#,5916
"Jackson, WI",#,20449
"Jefferson, WI",#,83686
"Juneau, WI",#,26664
"Kenosha, WI",#,166426
"Kewaunee, WI",#,20574
"La Crosse, WI",#,114638
"Lafayette, WI",#,16836
"Langlade, WI",#,19977
"Lincoln, WI",#,28743
"Manitowoc, WI",#,81442
"Marathon, WI",#,134063
"Marinette, WI",#,41749
"Marquette, WI",#,15404
"Menominee, WI",#,4232
"Milwaukee, WI",#,947735
"Monroe, WI",#,44673
"Oconto, WI",#,37660
"Oneida, WI",#,35998
"Outagamie, WI",#,176695
"Ozaukee, WI",#,86395
"Pepin, WI",#,7469
"Pierce, WI",#,41019
"Polk, WI",#,44205
"Portage, WI",#,70019
"Price, WI",#,14159
"Racine, WI",#,195408
"Richland, WI",#,18021
"Rock, WI",#,160331
"Rusk, WI",#,14755
"St. Croix, WI",#,84345
"Sauk, WI",#,61976
"Sawyer, WI",#,16557
"Shawano, WI",#,41949
"Sheboygan, WI",#,115507
"Taylor, WI",#,20689
"Trempealeau, WI",#,28816
"Vernon, WI",#,29773
"Vilas, WI",#,21430
"Walworth, WI",#,102228
"Washburn, WI",#,15911
"Washington, WI",#,131887
"Waukesha, WI",#,389891
"Waupaca, WI",#,52410
"Waushara, WI",#,24496
"Winnebago, WI",#,166994
"Wood, WI",#,74749
WYOMING,#,563626
"Albany, WY",#,36299
"Big Horn, WY",#,11668
"Campbell, WY",#,46133
"Carbon, WY",#,15885
"Converse, WY",#,13833
"Crook, WY",#,7083
"Fremont, WY",#,40123
"Goshen, WY",#,13249
"Hot Springs, WY",#,4812
"Johnson, WY",#,8569
"Laramie, WY",#,91738
"Lincoln, WY",#,18106
"Natrona, WY",#,75450
"Niobrara, WY",#,2484
"Park, WY",#,28205
"Platte, WY",#,8667
"Sheridan, WY",#,29116
"Sublette, WY",#,10247
"Sweetwater, WY",#,43806
"Teton, WY",#,21294
"Uinta, WY",#,21118
"Washakie, WY",#,8533
"Weston, WY",#,7208
